age,work class,education,education num,marital status,occupation,relationship,race,sex,hours per week,native country (region),label
30, Private, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,40, Mexico, <=50K
28, Private, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,55, United-States, <=50K
54, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,35, United-States, >50K
47, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
24, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,40, United-States, <=50K
52, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K
20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,48, United-States, <=50K
43, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K
45, Private, 7th-8th,4, Separated, Other-service, Unmarried, White, Female,40, Mexico, <=50K
29, Self-emp-not-inc, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,35, United-States, <=50K
47, Private, Masters,14, Divorced, Exec-managerial, Unmarried, White, Male,42, United-States, <=50K
24, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
51, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
17, Private, 11th,7, Never-married, Sales, Own-child, White, Male,12, United-States, <=50K
37, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
27, Private, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,70, United-States, <=50K
29, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Male,40, United-States, >50K
18, ?, 12th,8, Never-married, ?, Own-child, White, Male,25, United-States, <=50K
36, Self-emp-not-inc, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,35, United-States, <=50K
58, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
26, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
65, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,30, United-States, >50K
57, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
59, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
27, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,24, United-States, <=50K
29, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,60, United-States, <=50K
18, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K
52, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,47, United-States, >50K
57, Self-emp-inc, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,80, United-States, <=50K
42, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K
55, ?, HS-grad,9, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,40, United-States, <=50K
60, Private, 7th-8th,4, Never-married, Transport-moving, Not-in-family, White, Male,48, United-States, >50K
31, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Canada, >50K
23, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
27, Private, HS-grad,9, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
23, ?, Some-college,10, Never-married, ?, Unmarried, Amer-Indian-Eskimo, Female,25, United-States, <=50K
42, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
25, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
49, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,45, United-States, <=50K
32, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,28, United-States, <=50K
60, Private, 7th-8th,4, Divorced, Other-service, Not-in-family, White, Female,40, United-States, <=50K
42, Local-gov, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm,12, Never-married, Farming-fishing, Not-in-family, White, Male,40, United-States, <=50K
48, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,37, United-States, <=50K
51, Private, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
29, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States, <=50K
36, Local-gov, HS-grad,9, Separated, Exec-managerial, Not-in-family, Black, Male,40, United-States, <=50K
17, Private, 10th,6, Never-married, Other-service, Own-child, White, Female,21, United-States, <=50K
52, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,60, United-States, <=50K
24, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
24, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, United-States, <=50K
26, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,40, United-States, <=50K
27, Private, Bachelors,13, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
39, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,60, United-States, <=50K
30, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,45, United-States, <=50K
50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,32, United-States, <=50K
52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,55, United-States, <=50K
46, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K
23, Private, Bachelors,13, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
45, Private, 11th,7, Widowed, Other-service, Not-in-family, Black, Female,20, United-States, <=50K
65, Private, 9th,5, Widowed, Priv-house-serv, Unmarried, Black, Female,24, United-States, <=50K
29, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States, <=50K
47, Private, 9th,5, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,40, El-Salvador, <=50K
30, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, Black, Male,60, United-States, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, United-States, >50K
38, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,64, United-States, <=50K
33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
49, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,26, United-States, >50K
47, Self-emp-not-inc, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,40, United-States, <=50K
49, Local-gov, 10th,6, Separated, Other-service, Unmarried, Black, Female,40, United-States, <=50K
43, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, >50K
30, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,40, United-States, >50K
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, <=50K
19, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,14, United-States, <=50K
21, Private, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
47, Self-emp-inc, 5th-6th,3, Married-civ-spouse, Transport-moving, Husband, White, Male,50, Cuba, <=50K
52, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K
26, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,55, United-States, <=50K
60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
36, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
50, Self-emp-inc, Doctorate,16, Separated, Prof-specialty, Not-in-family, White, Male,40, United-States, >50K
31, Local-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
71, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,15, United-States, <=50K
58, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,50, United-States, <=50K
30, State-gov, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
24, Private, HS-grad,9, Never-married, Exec-managerial, Other-relative, White, Male,50, United-States, <=50K
35, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, Taiwan, >50K
38, State-gov, Some-college,10, Separated, Exec-managerial, Not-in-family, White, Female,45, United-States, <=50K
27, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,32, United-States, <=50K
29, State-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,40, Philippines, <=50K
70, ?, 9th,5, Widowed, ?, Unmarried, White, Female,15, United-States, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K
44, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, <=50K
43, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, >50K
44, Self-emp-not-inc, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,40, United-States, >50K
35, Private, Masters,14, Never-married, Sales, Not-in-family, White, Male,60, United-States, <=50K
27, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
43, Local-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,38, United-States, <=50K
20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,25, United-States, <=50K
42, Private, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, >50K
27, State-gov, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States, >50K
20, ?, 11th,7, Married-spouse-absent, ?, Own-child, Asian-Pac-Islander, Female,40, South, <=50K
24, Private, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
48, Federal-gov, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
17, ?, 11th,7, Never-married, ?, Own-child, White, Female,20, United-States, <=50K
17, Self-emp-not-inc, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,10, United-States, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
50, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
22, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
17, Private, 12th,8, Never-married, Other-service, Own-child, White, Male,16, United-States, <=50K
32, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, Mexico, <=50K
31, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States, <=50K
58, Self-emp-not-inc, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K
29, Local-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,48, United-States, <=50K
37, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Portugal, >50K
34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
23, Local-gov, Some-college,10, Separated, Exec-managerial, Unmarried, Black, Male,40, United-States, <=50K
18, State-gov, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,5, United-States, <=50K
34, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
66, ?, 7th-8th,4, Never-married, ?, Not-in-family, White, Male,4, United-States, <=50K
45, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,55, United-States, <=50K
41, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,35, Dominican-Republic, <=50K
26, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,30, United-States, <=50K
54, Local-gov, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
24, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, Black, Female,45, United-States, <=50K
42, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K
20, Private, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,20, United-States, <=50K
23, State-gov, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,20, United-States, <=50K
25, ?, Assoc-acdm,12, Never-married, ?, Other-relative, White, Male,45, United-States, <=50K
35, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States, >50K
31, Private, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
30, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, Poland, <=50K
19, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
36, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States, <=50K
31, Private, Bachelors,13, Widowed, Sales, Unmarried, White, Female,40, Cuba, <=50K
21, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,30, United-States, <=50K
31, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
46, Private, Doctorate,16, Divorced, Prof-specialty, Unmarried, White, Female,65, United-States, >50K
44, Private, Bachelors,13, Divorced, Exec-managerial, Own-child, White, Female,50, United-States, >50K
40, Private, 12th,8, Married-civ-spouse, Other-service, Husband, Black, Male,40, Jamaica, <=50K
45, Private, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,40, United-States, <=50K
60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, <=50K
18, Private, 11th,7, Never-married, Other-service, Other-relative, White, Male,25, United-States, <=50K
28, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
36, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K
36, Private, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,40, ?, <=50K
40, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
36, Local-gov, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,35, Honduras, <=50K
31, Private, HS-grad,9, Separated, Other-service, Unmarried, Black, Female,40, United-States, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
19, State-gov, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,40, United-States, <=50K
22, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K
34, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
33, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States, <=50K
29, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
50, Local-gov, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,42, United-States, >50K
42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
43, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,40, ?, >50K
44, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,40, United-States, <=50K
20, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,20, United-States, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, Mexico, <=50K
65, Self-emp-not-inc, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,59, ?, >50K
23, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,24, United-States, <=50K
55, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,40, United-States, <=50K
26, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States, <=50K
25, Private, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,15, United-States, <=50K
45, ?, Some-college,10, Married-civ-spouse, ?, Wife, Black, Female,40, United-States, <=50K
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
36, Private, Some-college,10, Never-married, Sales, Not-in-family, Black, Female,36, United-States, <=50K
43, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K
56, Private, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,20, United-States, <=50K
42, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
19, Private, Some-college,10, Never-married, Other-service, Other-relative, White, Female,25, United-States, <=50K
55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,72, United-States, <=50K
42, Private, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States, >50K
26, Private, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Male,40, United-States, <=50K
17, Private, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,20, United-States, <=50K
42, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K
55, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
32, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States, <=50K
29, Private, 11th,7, Never-married, Craft-repair, Own-child, Black, Male,40, Haiti, <=50K
46, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,37, United-States, <=50K
29, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
22, Private, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Male,20, United-States, <=50K
58, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
23, Private, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,50, United-States, <=50K
39, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
27, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,38, United-States, <=50K
54, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
33, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,45, United-States, <=50K
46, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
37, Private, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Black, Male,40, United-States, <=50K
36, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,18, United-States, <=50K
59, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,38, United-States, >50K
34, Local-gov, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Male,40, Portugal, <=50K
53, Self-emp-inc, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,70, United-States, >50K
51, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,55, United-States, >50K
32, Private, 10th,6, Separated, Other-service, Unmarried, White, Female,42, United-States, <=50K
31, State-gov, Some-college,10, Married-spouse-absent, Other-service, Other-relative, White, Male,40, United-States, <=50K
22, Private, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,30, Germany, <=50K
47, Self-emp-not-inc, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,50, United-States, <=50K
32, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States, <=50K
26, Private, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,38, United-States, <=50K
37, Private, 5th-6th,3, Separated, Farming-fishing, Not-in-family, White, Male,32, Guatemala, <=50K
31, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,55, United-States, <=50K
37, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,24, United-States, >50K
55, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,38, United-States, <=50K
23, Local-gov, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Male,56, United-States, <=50K
36, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
34, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, ?, <=50K
43, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
54, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,40, United-States, <=50K
43, State-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, ?, <=50K
28, Private, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Female,42, United-States, <=50K
40, Private, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
41, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, <=50K
40, Private, Bachelors,13, Never-married, Sales, Not-in-family, Other, Female,55, United-States, >50K
42, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,38, United-States, <=50K
61, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, <=50K
18, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,30, United-States, <=50K
59, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,16, United-States, <=50K
21, ?, HS-grad,9, Never-married, ?, Not-in-family, White, Female,40, United-States, <=50K
48, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,50, United-States, >50K
41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
18, ?, Some-college,10, Never-married, ?, Own-child, White, Male,33, United-States, <=50K
23, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
60, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, >50K
22, Private, Some-college,10, Never-married, Other-service, Other-relative, Black, Male,20, United-States, <=50K
61, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
25, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,40, United-States, <=50K
46, Private, Masters,14, Never-married, Tech-support, Not-in-family, White, Male,35, United-States, >50K
43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, England, >50K
43, Private, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
24, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,30, United-States, <=50K
68, Self-emp-not-inc, 11th,7, Never-married, Farming-fishing, Unmarried, White, Male,20, United-States, <=50K
31, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,38, United-States, <=50K
17, Private, 11th,7, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K
32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, >50K
50, ?, Masters,14, Married-spouse-absent, ?, Other-relative, White, Male,40, United-States, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,47, United-States, >50K
64, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
20, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,30, United-States, <=50K
30, Private, HS-grad,9, Separated, Other-service, Own-child, White, Female,36, United-States, <=50K
22, ?, Some-college,10, Never-married, ?, Own-child, Black, Male,40, United-States, <=50K
43, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
22, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,40, United-States, <=50K
17, Private, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,20, United-States, <=50K
47, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,75, Italy, <=50K
41, Private, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,60, United-States, <=50K
56, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K
64, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, >50K
48, Private, Assoc-voc,11, Never-married, Adm-clerical, Unmarried, White, Male,40, United-States, <=50K
31, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,46, United-States, <=50K
29, Private, Assoc-voc,11, Never-married, Tech-support, Own-child, White, Male,40, United-States, <=50K
30, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
32, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, <=50K
57, Private, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Male,42, United-States, >50K
62, Private, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,40, United-States, <=50K
39, Private, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Female,24, United-States, <=50K
43, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,25, United-States, <=50K
24, Self-emp-inc, Bachelors,13, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
42, ?, 11th,7, Married-civ-spouse, ?, Husband, White, Male,15, United-States, <=50K
53, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States, >50K
26, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
73, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
72, ?, 11th,7, Widowed, ?, Not-in-family, White, Female,24, United-States, <=50K
55, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
25, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
41, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,50, United-States, >50K
24, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States, <=50K
63, Private, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,6, United-States, <=50K
17, Private, 11th,7, Never-married, Sales, Own-child, White, Male,20, United-States, <=50K
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, <=50K
